time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2012-04-01 24:00:00,2589196.460636,    0.000000,    0.000000,    0.000000,  715.308135, 1110.011437,    0.000000, -225.585153,    0.000000,    0.000000,    0.000000,    7.698845,538675.348016,    0.000000,    0.000000,    0.000000,    0.000000,    0.080086,    6.990399,    0.075260,    0.075260,  101.944972,  -12.088128,   11.230037, -173.835440,   23.700418,    0.000000,    0.036589,    0.873998,    0.748188,    0.020133,    0.019886,    0.001300,    0.001300,    0.000000
2012-04-02 24:00:00,2588261.526633,    0.000000,    0.000000,    0.000000,  716.060387, 1108.396497,    0.000000, -545.081477,    0.000000,    0.000000,    0.000000,    7.697101,538566.357349,    0.000000,    0.000000,    0.000000,    0.000000,    0.079742,    6.072442,    3.103799,    3.103799,   77.628606,  -29.208347,   12.267002, -167.747730,  214.341130,    0.000000,    0.071492,    1.611280,    1.015877,    0.000000,    0.024683,    0.001300,    0.001300,    0.000000
2012-04-03 24:00:00,2587898.630322,    0.000000,    0.000000,    0.000000,  717.532913, 1105.442525,    0.000000,    0.000000,   25.124186,    0.000000,    0.000000,    7.696425,538524.052426,    0.000000,    0.000000,    0.000000,    0.000000,    0.079398,    6.498744,    3.882417,    3.882417,  161.523090,    0.000000,   72.968746,  -11.341395,  230.659318,    0.000000,    0.138158,    2.885198,    1.359387,    0.000000,    0.024706,    0.001300,    0.001300,    0.000000
2012-04-04 24:00:00,2587539.100278,    0.000000,    0.000000,    0.000000,  718.950046, 1103.019153,    0.000000,   -0.476305,   25.122213,    0.000000,    0.000000,    7.695754,538482.139928,    0.000000,    0.000000,    0.000000,    0.000000,    0.079054,    6.822762,    4.473503,    4.473503,  198.894674,   -0.025499,   42.839022,  -52.869782,  246.044685,    0.000000,    0.094305,    2.062154,    1.149254,    0.000000,    0.024727,    0.001300,    0.001300,    0.000000
2012-04-05 24:00:00,2586776.077803,    0.000000,    0.000000,    0.000000,  720.328908, 1101.083949,    0.000000, -383.885782,    0.000000,    0.000000,    0.000000,    7.694331,538393.189982,    0.000000,    0.000000,    0.000000,    0.000000,    0.078710,    6.989782,    4.783456,    4.783456,  231.665323,  -20.549662,   18.366218,  -98.094685,  319.412924,    0.000000,    0.087203,    1.923780,    1.110026,    0.000000,    0.024745,    0.001300,    0.001300,    0.000000
2012-04-06 24:00:00,2585859.587968,    0.000000,    0.000000,    0.000000,  721.686620, 1099.594482,    0.000000, -540.763971,    0.000000,    0.000000,    0.000000,    7.692622,538286.349458,    0.000000,    0.000000,    0.000000,    0.000000,    0.078366,    7.065684,    4.929638,    4.957360,  233.180923,  -28.946503,    0.886724, -105.204994,  225.655248,    0.000000,    0.079983,    1.781310,    1.068133,    0.000000,    0.010660,    0.001300,    0.001300,    0.000000
2012-04-07 24:00:00,2585002.188377,    0.000000,    0.000000,    0.000000,  723.040305, 1098.508319,    0.000000, -483.790877,    0.000000,    0.000000,    0.000000,    7.691023,538186.397426,    0.000000,    0.000000,    0.000000,    0.000000,    0.078024,    6.868456,    5.146567,    5.191337,  228.238451,  -25.896282,    7.023527,  -97.530580,  101.544862,    0.000000,    0.077140,    1.724656,    1.051010,    0.000000,    0.036339,    0.001300,    0.001300,    0.000000
2012-04-08 24:00:00,2584556.011005,    0.000000,    0.000000,    0.000000,  724.407084, 1097.783029,    0.000000, -558.781332,  485.709504,    0.000000,    0.000000,    7.690191,538134.383948,    0.000000,    0.000000,    0.000000,    0.000000,    0.077681,    7.411322,    5.569884,    5.569884,  223.021028,  -29.904793,   33.987110,  -82.026420,  268.942511,    0.000000,    0.127936,    2.697316,    1.314381,    0.000000,    0.024798,    0.001300,    0.001300,    0.000000
2012-04-09 24:00:00,2583584.704852,    0.000000,    0.000000,    0.000000,  725.804079, 1097.376180,    0.000000,-1087.506187,  485.635684,    0.000000,    0.000000,    7.688379,538021.153169,    0.000000,    0.000000,    0.000000,    0.000000,    0.077340,    7.513947,    5.762289,    5.762289,  210.682305,  -58.195752,   31.105723,  -85.360109,  339.756087,    0.000000,    0.158864,    3.259023,    1.444772,    0.000000,    0.024815,    0.001300,    0.001300,    0.000000
2012-04-10 24:00:00,2581422.254889,    0.000000,    0.000000,    0.000000,  727.248412, 1097.245340,    0.000000,-1798.237105,    0.000000,    0.000000,    0.000000,    7.684346,537769.063863,    0.000000,    0.000000,    0.000000,    0.000000,    0.076999,    7.328999,    5.427789,    5.427789,  168.344475,  -96.278259,  -19.456638,  -87.386603,  298.023993,    0.000000,    0.160949,    3.296147,    1.452977,    0.000000,    0.024826,    0.001300,    0.001300,    0.000000
2012-04-11 24:00:00,2579628.041874,    0.000000,    0.000000,    0.000000,  728.757206, 1097.348078,    0.000000,-1429.606710,    0.000000,    0.000000,    0.000000,    7.681000,537559.902068,    0.000000,    0.000000,    0.000000,    0.000000,    0.076659,    7.195388,    5.184395,    5.184395,  190.511550,  -76.600982,  -29.849696,  -92.728157,  213.200765,    0.000000,    0.123687,    2.618395,    1.295010,    0.000000,    0.024839,    0.001300,    0.001300,    0.000000
2012-04-12 24:00:00,2578615.007352,    0.000000,    0.000000,    0.000000,  730.347581, 1097.641960,    0.000000, -647.345531,    0.000000,    0.000000,    0.000000,    7.679111,537441.806772,    0.000000,    0.000000,    0.000000,    0.000000,    0.076320,    6.975486,    5.336375,    5.408064,  243.827539,  -34.692090,    0.967999, -100.535884,  342.295511,    0.000000,    0.068184,    1.543960,    0.994428,    0.000000,    0.070027,    0.001300,    0.001300,    0.000000
2012-04-13 24:00:00,2577575.338252,    0.000000,    0.000000,    0.000000,  732.036659, 1098.084556,    0.000000, -675.145588,    0.000000,    0.000000,    0.000000,    7.677172,537320.606528,    0.000000,    0.000000,    0.000000,    0.000000,    0.075982,    7.450256,    5.666520,    5.666520,  219.633436,  -36.180338,   21.642976,  -87.896614,  326.189558,    0.000000,    0.098223,    2.137411,    1.170037,    0.000000,    0.024879,    0.001300,    0.001300,    0.000000
2012-04-14 24:00:00,2577171.439875,    0.000000,    0.000000,    0.000000,  733.841564, 1098.633434,    0.000000, -237.459380,  198.270630,    0.000000,    0.000000,    7.676418,537273.521757,    0.000000,    0.000000,    0.000000,    0.000000,    0.075646,    7.778183,    6.273566,    6.273566,  217.584192,  -12.721740,   48.316679,  -58.095639,  298.629539,    0.000000,    0.134411,    2.816082,    1.343006,    0.000000,    0.024905,    0.001300,    0.001300,    0.000000
2012-04-15 24:00:00,2583055.845600,    0.000000,    0.000000,    0.000000,  735.779415, 1099.246162,    0.000000,    0.000000, 6248.814338,   15.700100,    0.000000,    7.687393,537959.500985,    0.000000,    0.000000,    0.000000,    0.000000,    0.075310,    8.295515,    7.253195,    7.253195,  214.152101,    0.000000,   80.379686,  -18.426742,  376.324362,    0.000000,    0.124143,    2.627017,    1.297140,    0.000000,    0.024966,    0.001300,    0.001300,    0.000000
2012-04-16 24:00:00,2589419.620478,    0.000000,    0.000000,    0.000000,  737.867337, 1099.880308,    0.000000,    0.000000, 6728.949171,   23.644255,    0.000000,    7.699261,538701.363050,    0.000000,    0.000000,    0.000000,    0.000000,    0.074976,    8.749029,    8.111854,    8.111854,  137.209939,    0.000000,  105.234019,  -12.012693,  289.645833,    0.000000,    0.183307,    3.691939,    1.537741,    0.000000,    0.025033,    0.001300,    0.001300,    0.000000
2012-04-17 24:00:00,2588789.842181,    0.000000,    0.000000,    0.000000,  740.122449, 1100.493441,    0.000000, -941.594308,  670.933135,    0.000000,    0.000000,    7.698087,538627.946150,    0.000000,    0.000000,    0.000000,    0.000000,    0.074644,    8.806867,    8.231905,    8.231905,  164.809720,  -50.212241,   13.996596,  -58.720040,  137.974293,    0.000000,    0.164027,    3.351465,    1.465119,    0.000000,    0.025064,    0.001300,    0.001300,    0.000000
2012-04-18 24:00:00,2587917.809180,    0.000000,    0.000000,    0.000000,  742.561874, 1101.043128,    0.000000,-1028.443030,  512.584508,    0.000000,    0.000000,    7.696460,538526.288216,    0.000000,    0.000000,    0.000000,    0.000000,    0.074313,    8.878529,    8.410591,    8.410631,  214.620557,  -54.837577,   -0.917029,  -63.969354,  279.654562,    0.000000,    0.120907,    2.567072,    1.282255,    0.000000,    0.100365,    0.001300,    0.001300,    0.000000
2012-04-19 24:00:00,2590315.257847,    0.000000,    0.000000,    0.000000,  745.202734, 1101.486937,    0.000000, -627.673067, 3385.870662,    0.000000,    0.000000,    7.700923,538805.617277,    0.000000,    0.000000,    0.000000,    0.000000,    0.073984,    9.012875,    8.631651,    8.631651,  157.056776,  -33.444027,   18.140965,  -50.855690,  319.926225,    0.000000,    0.123242,    2.610624,    1.293086,    0.000000,    0.025151,    0.001300,    0.001300,    0.000000
2012-04-20 24:00:00,2599574.273979,    0.000000,    0.000000,    0.000000,  748.062151, 1101.782437,    0.000000, -813.817297,10306.403551,   83.420360,    0.000000,    7.718024,539882.114139,    0.000000,    0.000000,    0.000000,    0.000000,    0.073656,    9.032464,    8.690628,    8.690628,  155.522036,  -43.273034,   -4.545862,  -54.056524,  335.089843,    0.000000,    0.124251,    2.629792,    1.297825,    0.000000,    0.025245,    0.001300,    0.001300,    0.000000
2012-04-21 24:00:00,2605648.296775,    0.000000,    0.000000,    0.000000,  751.157247, 1101.887196,    0.000000,-1064.875373, 7442.044995,   33.556599,    0.000000,    7.729242,540588.308662,    0.000000,    0.000000,    0.000000,    0.000000,    0.073331,    9.050314,    8.739699,    8.800216,  197.909253,  -56.542760,  -17.859240,  -48.925990,  268.397969,    0.000000,    0.109603,    2.355593,    1.228303,    0.000000,    0.036354,    0.001300,    0.001300,    0.000000
2012-04-22 24:00:00,2604314.865633,    0.000000,    0.000000,    0.000000,  754.505143, 1101.758783,    0.000000,-1017.222357,   32.675214,    0.000000,    0.000000,    7.726779,540433.277672,    0.000000,    0.000000,    0.000000,    0.000000,    0.073007,    9.104255,    8.810414,    8.924429,  231.228300,  -54.021806,  -15.441436,  -76.374860,  886.969935,    0.000000,    0.079038,    1.763037,    1.062640,    0.000000,    0.012539,    0.001300,    0.001300,    0.000000
2012-04-23 24:00:00,2602740.777269,    0.000000,    0.000000,    0.000000,  758.122962, 1101.354764,    0.000000,-1261.103273,   32.665003,    0.000000,    0.000000,    7.723872,540250.266738,    0.000000,    0.000000,    0.000000,    0.000000,    0.072686,    9.165583,    8.911992,    8.980140,  238.427105,  -66.987413,  -13.893370,  -89.883308,  299.345720,    0.000000,    0.098869,    2.150741,    1.173679,    0.002869,    0.069488,    0.001300,    0.001300,    0.000000
2012-04-24 24:00:00,2601273.933566,    0.000000,    0.000000,    0.000000,  762.027825, 1100.632709,    0.000000,-1125.652692,    0.000000,    0.000000,    0.000000,    7.721163,540079.724575,    0.000000,    0.000000,    0.000000,    0.000000,    0.072366,    9.226346,    9.105542,    9.105542,  238.394230,  -59.808013,    0.649330,  -91.145755,  326.948495,    0.000000,    0.095210,    2.080144,    1.154256,    0.000000,    0.025472,    0.001300,    0.001300,    0.000000
2012-04-25 24:00:00,2600905.945333,    0.000000,    0.000000,    0.000000,  766.236854, 1099.550186,    0.000000, -728.209951,  693.621552,    0.000000,    0.000000,    7.720483,540036.940528,    0.000000,    0.000000,    0.000000,    0.000000,    0.072049,    9.316230,    9.223824,    9.223824,  177.269629,  -38.684313,    3.731653,  -72.061546,  149.514636,    0.000000,    0.073927,    1.660677,    1.031331,    0.000000,    0.025536,    0.001300,    0.001300,    0.000000
2012-04-26 24:00:00,2600638.008902,    0.000000,    0.000000,    0.000000,  770.767171, 1098.064763,    0.000000, -634.364408,  693.573366,    0.000000,    0.000000,    7.719988,540005.788976,    0.000000,    0.000000,    0.000000,    0.000000,    0.071734,    9.446100,    9.410500,    9.410500,  167.957743,  -33.702638,    3.040860,  -53.452457,  342.292105,    0.000000,    0.091941,    2.016717,    1.136522,    0.000000,    0.025606,    0.001300,    0.001300,    0.000000
2012-04-27 24:00:00,2599246.927162,    0.000000,    0.000000,    0.000000,  775.635898, 1096.134007,    0.000000,-1067.652598,    0.000000,    0.000000,    0.000000,    7.717419,539844.055255,    0.000000,    0.000000,    0.000000,    0.000000,    0.071422,    9.468237,    9.466276,    9.466276,  226.907027,  -56.726106,  -12.651504,  -91.975571,  339.405330,    0.000000,    0.090452,    1.987692,    1.128314,    0.000000,    0.025675,    0.001300,    0.001300,    0.000000
2012-04-28 24:00:00,2598129.775969,    0.000000,    0.000000,    0.000000,  780.860157, 1093.715488,    0.000000,-1534.300780,  732.425126,    0.000000,    0.000000,    7.715356,539714.169991,    0.000000,    0.000000,    0.000000,    0.000000,    0.071112,    9.334170,    9.226358,    9.226358,  180.925497,  -81.543185,  -27.528884,  -85.172743,  173.949590,    0.000000,    0.106111,    2.289038,    1.210827,    0.000000,    0.025752,    0.001300,    0.001300,    0.000000
2012-04-29 24:00:00,2597078.510165,    0.000000,    0.000000,    0.000000,  786.457070, 1090.766774,    0.000000,-1476.786813,  732.253162,    0.000000,    0.000000,    7.713414,539591.944873,    0.000000,    0.000000,    0.000000,    0.000000,    0.070805,    9.235771,    9.100537,    9.100591,  185.848299,  -78.528758,  -23.356783,  -70.130697,  362.835716,    0.000000,    0.133556,    2.801413,    1.339504,    0.000000,    0.100630,    0.001300,    0.001300,    0.000000
2012-04-30 24:00:00,2600004.244182,    0.000000,    0.000000,    0.000000,  792.443758, 1087.245431,    0.000000, -712.404484, 3923.083358,    0.000000,    0.000000,    7.718818,539932.104502,    0.000000,    0.000000,    0.000000,    0.000000,    0.070501,    9.388295,    9.349375,    9.349375,  205.991351,  -37.852532,   -5.307879,  -57.931541,  299.467386,    0.000000,    0.096248,    2.100156,    1.159795,    0.000000,    0.025945,    0.001300,    0.001300,    0.000000
2012-05-01 24:00:00,2603463.043257,    0.000000,    0.000000,    0.000000,  798.837343, 1083.109030,    0.000000, -191.603150, 3925.770702,    0.000000,    0.000000,    7.725206,540334.240787,    0.000000,    0.000000,    0.000000,    0.000000,    0.070199,    9.954178,    9.605565,    9.954178,  222.440904,  -10.169613,   20.303268,  -47.240864,  349.297950,    0.000000,    0.099284,    2.158751,    1.175863,    0.013994,    0.018748,    0.001300,    0.001300,    0.000000
2012-05-02 24:00:00,2606686.537138,    0.000000,    0.000000,    0.000000,  805.650490, 1078.322680,    0.000000,    0.000000, 3490.358039,    0.000000,    0.000000,    7.731160,540709.019381,    0.000000,    0.000000,    0.000000,    0.000000,    0.069901,   10.796847,   10.160995,   10.796847,  258.386049,    0.000000,   48.591381,  -52.287033,  303.173364,    0.000000,    0.117512,    2.504500,    1.266531,    0.005614,    0.021807,    0.001300,    0.001300,    0.000000
2012-05-03 24:00:00,2634993.845215,    0.000000,    0.000000,    0.000000,  812.873568, 1072.889205,    0.000000,    0.000000,28264.567739,  348.315682,    0.000000,    7.783443,544000.160457,    0.000000,    0.000000,    0.000000,    0.000000,    0.069605,   11.816464,   10.572838,   11.816464,  223.639262,    0.000000,   55.094657,  -12.233528,  319.239341,    0.000000,    0.086406,    1.909620,    1.105933,    0.010224,    0.023536,    0.001300,    0.001300,    0.000000
